src,dst
691,17880
691,12038
691,2119
691,11233
691,3265
691,3279
691,4723
691,14394
691,16450
691,15561
691,105
691,16003
691,15455
691,17272
691,6819
691,16128
691,17094
691,9432
691,4682
691,14984
691,3226
691,7490
691,9199
691,12556
691,2013
3122,11501
3122,4660
3122,11092
3122,6530
3122,7279
3122,9099
3122,11863
3122,10522
3122,2291
3122,11246
3122,6247
3122,2013
3122,6365
3122,9259
3122,10274
3122,13283
3122,2991
3122,3091
3122,16042
3122,7673
3122,13156
3122,1290
3122,2043
3122,14855
3122,1919
3122,7641
3122,3786
3122,14944
3122,9457
3122,11457
3122,8054
3122,1142
3122,12746
3122,4764
3122,16665
3122,6322
17880,7490
17880,10528
17880,13410
17880,13248
17880,4915
17880,4539
17880,2291
17880,15496
17880,16128
17880,17812
17880,11274
17880,2260
17880,17426
17880,12038
17880,3226
17880,1122
17880,9384
17880,709
17880,473
17880,49
17880,13201
17880,14109
17880,4682
17880,105
17880,5726
17880,15511
17880,7305
17880,12660
17880,10779
17880,3169
17880,15239
17880,6293
17880,12556
17880,12124
17880,13156
17880,8091
17880,3922
17880,12471
17880,13834
17880,15446
17880,11293
17880,12958
17880,36
17880,14195
17880,8054
17880,5507
17880,10522
17880,10257
17880,15493
17880,11637
17880,1401
17880,9432
17880,1876
17880,6819
17880,9259
17880,5646
17880,8740
17880,6907
17880,12932
13385,6186
13385,15749
13385,13015
13385,10878
13385,14951
13385,15685
13385,1257
13385,3320
13385,430
13385,12941
13385,1438
13385,4161
13385,15263
13385,1780
13385,11467
13385,15819
13385,14109
13385,6247
13385,14387
13385,8580
13385,15201
13385,3883
13385,5509
13385,12851
13385,11314
13385,13152
13385,16364
13385,8066
13385,3649
13385,13420
13385,1817
13385,16509
13385,17636
13385,6618
13385,2161
13385,17598
13385,9199
13385,3537
13385,17423
13385,4091
13385,15493
13385,11081
13385,1979
13385,2730
13385,4682
13385,5507
13385,5646
13385,13201
13385,2834
13385,8255
13385,6224
13385,7115
13385,707
13385,4020
13385,16733
13385,14984
13385,7621
13385,17426
13385,1142
13385,16303
13385,1635
13385,10257
13385,15511
13385,2845
13385,1833
13385,7697
13385,13777
13385,3967
13385,12795
13385,56
13385,4581
13385,10558
13385,17271
13385,6351
13385,1127
13385,7443
13385,13124
13385,4359
13385,14096
13385,12660
13385,14525
13385,9259
13385,9432
13385,2291
11642,1932
11642,13328
11642,4186
11642,6603
11642,13659
11642,16454
11642,731
11642,15455
11642,16572
11642,25
11642,4337
11642,13978
11642,4408
11642,17406
11642,4764
11642,8206
11642,11733
11642,14490
11642,13528
11642,7077
11642,10556
11642,13032
11642,6530
11642,10361
11642,1142
11642,1805
11642,7673
11642,5197
11642,9567
11642,17675
11642,15181
11642,7143
11642,5595
11642,2857
11642,5714
11642,17272
11642,2834
11642,9447
11642,7641
11642,17080
11642,2599
11642,10018
11642,11637
11642,15116
11642,3166
11642,4529
11642,57
11642,15204
11642,508
11642,6481
11642,4477
11642,2196
11642,3413
11642,13965
11642,3265
11642,17289
11642,59
11642,15770
11642,7698
11642,5164
11642,5645
11642,8636
11642,4609
11642,9513
11642,12128
11642,2013
11642,12819
11642,6222
11642,13302
11642,1290
11642,2291
11642,11730
11642,15494
11642,5628
11642,3734
11642,10258
11642,15839
11642,11102
11642,3746
11642,14312
11642,8740
11642,7353
11642,29
11642,2795
11642,3043
11642,13347
11642,8430
11642,4399
11642,2040
11642,10397
11642,13415
11642,17571
11642,3972
11642,3361
11642,12011
11642,9387
11642,15893
11642,9512
11642,758
11642,16073
11642,4494
11642,4087
11642,13288
11642,1768
11642,3376
11642,16321
11642,4568
11642,14606
11642,2898
11642,10438
11642,16438
11642,12013
11642,1585
11642,14944
11642,2005
11642,9457
11642,13178
11642,6020
11642,543
11642,2781
11642,10929
11642,6034
11642,8356
11642,14843
11642,12268
11642,15665
11642,16450
11642,5245
11642,8022
11642,2811
11642,8054
11642,11971
11642,9062
11642,17880
11642,11722
11642,6117
11642,4041
11642,3316
11642,11920
11642,2303
11642,3786
11642,6438
11642,7129
11642,15233
11642,3397
11642,10787
11642,3016
11642,14784
11642,3531
11642,431
11642,11051
11642,15264
11642,686
11642,2104
11642,7693
11642,13156
11642,1338
11642,6632
11642,17231
11642,11500
11642,7607
11642,16665
11642,7213
11642,6322
11642,15080
10558,7048
10558,4660
10558,9025
10558,15308
10558,1257
10558,3320
10558,11246
10558,12713
10558,17417
10558,5942
10558,4581
10558,14819
10558,6224
10558,17814
10558,1780
10558,17880
10558,5794
10558,4647
10558,11025
10558,12392
10558,17271
10558,10878
10558,4036
10558,15749
10558,6086
10558,16022
10558,17233
10558,11081
10558,2260
10558,13152
10558,1635
10558,16651
10558,6941
10558,14357
10558,16509
10558,4901
10558,5726
10558,17676
10558,3537
10558,5615
10558,4640
10558,4242
10558,17598
10558,3967
10558,2256
10558,6618
10558,2933
10558,15201
10558,17627
10558,11314
10558,6569
10558,1979
10558,3169
10558,16946
10558,16303
10558,17426
10558,1694
10558,3991
10558,9922
10558,1451
10558,7621
10558,9199
10558,2291
10558,7115
10558,14109
10558,13124
10558,7072
10558,707
10558,10257
10558,12520
10558,6819
10558,6677
10558,12068
10558,15636
10558,5107
10558,8580
10558,7443
10558,17423
10558,3226
10558,15511
10558,287
10558,8680
10558,11469
10558,4359
10558,8740
10558,15130
10558,13385
10558,17774
10558,12660
10558,4854
10558,6322
10558,13777
10558,15094
10558,2789
10558,11467
10558,6530
10558,15499
10558,16679
10558,1876
10558,7697
10558,9432
10558,11637
10558,5315
10558,16007
10558,7279
10558,3922
10558,5646
10558,15285
10558,8919
10558,223
10558,8780
10558,11102
10558,16284
10558,775
10558,1958
10558,1040
10558,1022
10558,12787
10558,6351
10558,420
10558,10500
10558,8375
10558,7209
10558,17039
10558,9259
10558,15818
10558,5507
10558,5862
10558,14952
10558,11767
10558,3228
10558,14661
12660,15017
12660,4539
12660,8870
12660,1456
12660,8580
12660,854
12660,17924
12660,6141
12660,10687
12660,15205
12660,15130
12660,15394
12660,11268
12660,13201
12660,1635
12660,2147
12660,2276
12660,16568
12660,1694
12660,4555
12660,14109
12660,11840
12660,17922
12660,13584
12660,11014
12660,15334
12660,11637
12660,12704
12660,15042
12660,5615
12660,1438
12660,15749
12660,4359
12660,15685
12660,14983
12660,15100
12660,1257
12660,8780
12660,17749
12660,9957
12660,9151
12660,6754
12660,4581
12660,11025
12660,5533
12660,2623
12660,11467
12660,6276
12660,1979
12660,1817
12660,6848
12660,13420
12660,5726
12660,7115
12660,3537
12660,15632
12660,16733
12660,707
12660,6618
12660,15201
12660,13777
12660,14017
12660,16303
12660,13124
12660,5646
12660,2291
12660,7621
12660,6530
12660,2730
12660,16754
12660,3967
12660,1428
12660,6569
12660,17271
12660,6351
12660,13385
12660,3226
12660,15810
12660,10558
12660,15636
12660,15493
12660,10257
12660,5794
12660,15511
12660,16561
12660,15496
12660,9259
12660,799
12660,14096
12660,14137
12660,12795
12660,3169
12660,3490
12660,9432
12660,7587
12660,2065
15629,1724
15629,12916
15629,10700
15629,159
15629,15308
15629,4647
15629,11976
15629,17924
15629,13015
15629,15130
15629,6141
15629,12757
15629,11274
15629,10274
15629,16146
15629,9244
15629,2255
15629,1717
15629,12851
15629,13124
15629,16479
15629,13044
15629,8295
15629,12789
15629,3924
15629,17094
15629,3817
15629,13812
15629,15653
15629,11501
15629,3562
15629,11769
15629,7040
15629,5794
15629,8801
15629,7587
15629,15724
15629,14984
15629,7988
15629,14546
15629,4337
15629,12066
15629,9070
15629,11971
15629,7431
15629,9138
15629,2252
15629,11087
15629,8580
15629,621
15629,760
15629,13201
15629,11747
15629,10522
15629,15561
15629,6720
15629,14592
15629,14855
15629,2043
15629,12038
15629,11201
15629,16042
15629,2291
15629,5646
15629,11556
15629,12891
15629,2503
15629,9058
15629,13450
15629,3226
15629,2676
15629,10804
15629,2176
15629,2013
17039,59
17039,11059
17039,7353
17039,2013
17039,12128
17039,13328
17039,13347
17039,8742
17039,13288
17039,1768
17039,3786
17039,3397
17039,16665
17039,9567
17039,5595
17039,12330
17039,13880
17039,16003
17039,10018
17039,11637
17039,7684
17039,15204
17039,2276
17039,7213
17039,5197
17039,3531
17039,3265
17039,9305
17039,6222
17039,2291
17039,11730
17039,13811
17039,5645
17039,14195
17039,8740
17039,814
17039,13415
17039,660
17039,11733
17039,16940
17039,11971
17039,12684
17039,3316
17039,16082
17039,10850
17039,7969
17039,17376
17039,3206
17039,12932
17039,16409
17039,1446
16315,3817
16315,8295
16315,15724
16315,80
16315,13880
16315,13450
16315,17880
16315,3442
16315,13156
16315,11809
16315,6247
16315,4337
16315,623
16315,11971
16315,13528
10081,13015
10081,3490
10081,166
10081,363
10081,1581
10081,3321
10081,2227
10081,8385
10081,10713
10081,10722
10081,1502
10081,8615
10081,4581
10081,4389
10081,14355
10081,17341
10081,9048
10081,4199
10081,3679
10081,5507
10081,12996
10081,2013
10081,12232
10081,4969
10081,10257
10081,12128
10081,13248
10081,290
10081,8361
10081,6513
10081,1876
10081,14187
10081,8676
10081,11936
10081,5467
10081,2276
10081,16073
10081,11132
10081,2811
10081,2291
10081,6247
10081,16024
10081,14312
10081,5646
10081,3786
10081,10318
10081,9570
10081,11971
10081,10438
10081,3390
10081,223
10081,14826
10081,11782
10081,5862
10081,14143
10081,5961
10081,11273
10081,8166
10081,14099
10081,8736
10081,2710
10656,1295
10656,7213
10656,16665
10656,3617
10656,11421
10656,10274
10656,3091
10656,9818
10656,3808
10656,2005
10656,2512
10656,29
10656,14212
10656,11733
10656,9446
10656,18161
10656,10209
10656,10242
10656,16274
10656,18030
10656,6530
10656,2043
10656,4389
10656,14855
10656,2372
10656,16003
10656,13328
10656,14870
10656,11457
10656,1420
10656,16284
10656,7667
10656,6000
10656,16185
10656,15668
10656,6992
10656,14854
10656,6222
10656,14911
10656,8832
10656,8738
10656,13850
10656,5291
10656,15110
10656,10258
10656,11102
10656,10030
10656,812
10656,16073
10656,1691
10656,10397
10656,174
10656,362
10656,1840
10656,1753
10656,10031
10656,6159
10656,1919
10656,8066
10656,6324
10656,11087
10656,14053
10656,16042
10656,2295
10656,8780
10656,13922
10656,3139
10656,9138
10656,16045
10656,11863
10656,13347
10656,13178
10656,11686
10656,1231
10656,4392
10656,221
10656,1876
10656,13782
10656,3004
10656,17114
10656,15233
10656,5367
10656,5197
10656,10857
10656,14546
10656,9613
10656,5628
4617,15049
4617,17880
4617,11834
4617,11637
4617,11971
4617,1056
4617,8351
4617,9794
4617,10522
4617,15496
4617,2013
4617,8054
4617,16653
4617,623
4617,6247
4617,662
4617,15770
4617,17341
9243,8740
9243,709
9243,1979
9243,12851
9243,12066
9243,11819
9243,7040
9243,14109
9243,5794
9243,12068
9243,9730
9243,16042
9243,11637
9243,16353
9243,15511
9243,9468
9243,17298
9243,5507
9243,1981
9243,2013
9243,14241
9243,15189
9243,16023
9243,56
9243,5726
9243,11081
9243,707
9243,36
9243,3433
9243,15130
9243,16007
9243,8054
9243,473
9243,11314
9243,14592
9243,4682
9243,13306
9243,12323
9243,7431
9243,13201
9243,15201
9243,9259
9243,13156
9243,10522
9243,10804
9243,11087
9243,2291
9243,3226
9243,10934
9243,15770
9243,10258
9243,2021
9243,6365
9243,5038
9243,13328
9243,8066
9243,6632
9243,17272
9243,8942
9243,12011
9243,3397
9243,9457
9243,10225
9243,4833
9243,6322
9243,7220
9243,9580
9243,2222
9243,15288
9243,3483
9243,5857
9243,13347
9243,4581
9243,10929
9243,3316
9243,6992
9243,10919
9243,4243
9243,12128
9243,8832
9243,10084
9243,9447
4243,10804
4243,621
4243,8066
4243,5646
4243,13450
4243,16023
4243,10779
4243,2291
4243,1213
4243,16042
4243,4604
4243,8636
4243,9291
4243,790
4243,2528
4243,11630
4243,8785
4243,13317
4243,11747
4243,11637
4243,14053
4243,9647
4243,12013
4243,13248
4243,1095
4243,1407
4243,1314
4243,14911
4243,10397
4243,17571
4243,5075
4243,5197
4243,9243
4243,2945
4243,4609
4243,4289
4243,1929
4243,3376
4243,10793
4243,12891
4243,9582
4243,3166
4243,7641
4243,16572
4243,13896
4243,1404
4243,13375
4243,12268
4243,16353
4243,8404
4243,5955
4243,1230
4243,15207
4243,14393
4243,5020
4243,3206
4243,8740
4243,5369
4243,7632
4243,13711
4243,12626
4243,8430
4243,8904
4243,8931
9048,15288
9048,7587
9048,7216
9048,6134
9048,4161
9048,2106
9048,17924
9048,2349
9048,5794
9048,7622
9048,1028
9048,11547
9048,13530
9048,7497
9048,8872
9048,975
9048,8926
9048,12808
9048,16576
9048,16353
9048,16674
9048,2291
9048,4138
9048,15130
9048,10804
9048,12043
9048,16023
9048,6225
9048,2276
9048,17408
9048,3924
9048,9199
9048,13201
9048,5726
9048,10779
9048,3925
9048,11501
9048,16540
9048,14574
9048,4581
9048,2174
9048,11314
9048,4682
9048,17627
9048,7279
9048,2013
9048,56
9048,16003
9048,15849
391,12038
391,14195
391,16665
391,12694
391,4915
391,106
391,12556
391,6819
391,11863
391,6254
391,6421
391,2536
391,9446
391,16487
391,10779
391,6297
391,11637
391,15446
391,17880
391,14944
391,8430
391,14592
391,4764
391,10477
6569,9486
6569,159
6569,17271
6569,1780
6569,5726
6569,13777
6569,10225
6569,12043
6569,9070
6569,4432
6569,2276
6569,3925
6569,17094
6569,13124
6569,7115
6569,11637
6569,12068
6569,16303
6569,11106
6569,15749
6569,4682
6569,4869
6569,979
6569,17998
6569,15493
6569,11081
6569,11599
6569,3433
6569,14109
6569,1635
6569,17426
6569,10804
6569,4348
6569,8222
6569,16007
6569,15239
6569,2815
6569,13410
6569,5107
6569,11122
6569,1428
6569,4845
6569,4359
6569,12795
6569,8740
6569,11025
6569,2291
6569,2789
6569,6322
6569,9331
6569,15810
6569,4581
6569,17339
6569,2260
6569,5942
6569,9325
6569,2834
6569,9259
6569,6819
6569,11014
6569,10779
6569,10558
6569,13385
6569,7443
6569,36
6569,2013
6569,473
6569,1420
6569,5646
6569,17880
6569,10908
6569,3226
6569,8066
6569,56
6569,7279
6569,12660
6569,3967
6569,10257
6569,14096
6569,3169
6569,9812
6569,1303
6569,16284
6569,5507
6569,15511
6569,7697
6569,6351
6569,3490
6569,9432
6569,15496
6569,7621
6569,6530
4155,301
4155,13156
4155,12548
4155,4432
4155,6819
4155,17812
4155,1685
4155,16365
4155,16003
4155,4398
4155,12726
4155,7213
18161,2043
18161,9634
18161,14911
18161,13248
18161,14109
18161,623
18161,11631
18161,10258
18161,12323
14678,6236
14678,10181
14678,15703
14678,3046
14678,9474
14678,49
14678,12124
14678,12853
14678,14984
14678,477
14678,8444
14678,12801
14678,15239
14678,14587
14678,56
14678,10257
14678,3053
14678,14096
14678,6788
14678,17859
3650,17812
3650,1717
3650,10779
3650,3433
3650,4682
3650,7283
3650,18082
3650,10700
3650,4088
3650,12851
3650,5942
3650,3925
3650,13306
3650,4764
3650,1433
3650,3091
3650,16007
3650,473
3650,15296
3650,4869
3650,16023
3650,12066
3650,5507
3650,10257
3650,7641
3650,5646
3650,15130
3650,14096
3650,9432
3650,8580
3650,11092
3650,979
3650,2676
3650,2819
3650,15653
3650,5199
3650,13450
3650,17423
3650,1420
3650,4660
3650,6247
3650,7621
3650,17976
3650,8054
3650,13156
3650,7279
3650,17880
3650,3839
3650,7988
3650,12076
3650,7366
3650,4915
3650,3226
3650,3360
3650,6322
3650,6365
3650,11809
3650,16022
3650,14855
3650,9259
3650,16274
3650,17774
3650,13347
3650,18031
3650,8316
3650,3649
3650,12548
3650,9138
3650,14546
3650,16345
3650,5321
3650,10522
3650,3321
3650,4389
3650,3786
3650,8066
3650,12556
3650,10804
3650,1876
3650,9794
3650,7587
3650,2043
3650,2291
3650,4040
3650,17014
3650,11939
3650,9058
3650,6034
3650,13328
3650,4337
3650,6992
3650,16284
3650,2991
3650,6530
3650,10857
3650,11976
3650,16042
3650,14925
3650,10274
3650,7213
3650,9812
3650,16003
3650,2013
3650,924
3650,2703
3650,16024
3650,1919
3650,11971
3650,16665
13589,17924
13589,430
13589,4647
13589,10522
13589,3649
13589,10514
13589,13353
13589,7283
13589,980
13589,9138
13589,16674
13589,1717
13589,15201
13589,65
13589,16540
13589,14546
13589,7767
13589,2549
13589,7431
13589,6141
13589,9070
13589,9730
13589,9878
13589,3699
13589,16003
13589,7787
13589,2588
13589,11556
13589,7443
13589,13711
13589,4581
13589,15724
13589,11314
13589,5199
13589,248
13589,11378
13589,2255
13589,11087
13589,7587
13589,8580
13589,13414
13589,13880
13589,12068
13589,4337
13589,6819
13589,9794
13589,5794
13589,15561
13589,5815
13589,6707
13589,8076
13589,15810
13589,13156
13589,11092
13589,1443
13589,10184
13589,17502
13589,4682
13589,11201
13589,2291
13589,16085
13589,2191
13589,16042
13589,621
13589,10804
13589,2013
13589,11971
13589,11809
13834,7697
13834,5107
13834,13833
13834,12520
13834,6293
13834,8331
13834,6907
13834,17880
13834,6225
13834,5351
13834,16871
13834,11592
13834,5174
13834,13156
13834,10779
13834,12471
13834,1772
13834,8329
13834,899
13834,4036
13834,13917
13834,3774
13834,4833
13834,4728
13834,5431
13834,15935
13834,5814
13834,12996
13834,287
13834,15939
13834,8804
13834,7961
13834,3048
13834,12152
13834,9657
13834,10375
13834,4292
13834,9904
13834,16479
13834,9259
13834,13882
13834,9647
13834,12456
13834,700
13834,2260
13834,3032
13834,2448
13834,13248
13834,36
13834,15446
13834,1691
13834,8872
9904,17390
9904,3433
9904,5203
9904,10908
9904,5431
9904,6907
9904,5157
9904,11976
9904,2158
9904,15749
9904,13331
9904,11592
9904,16729
9904,12917
9904,17678
9904,11821
9904,14786
9904,13834
9904,15935
9904,287
9904,13248
9904,7961
9904,10919
9904,9647
9904,12167
9904,10550
9904,9433
9904,8804
9904,18079
9904,12323
9904,3032
9904,5192
9904,2448
9904,5142
9904,17214
9904,6322
9904,6802
9904,9456
9904,16438
9904,8520
9904,7438
9904,3126
9904,15446
9904,165
9904,12152
9904,8430
9904,1101
9904,6888
9904,7086
9904,7476
9904,12889
9904,1481
9904,7684
9904,3413
9904,6421
9904,10375
9904,6661
9904,36
9904,3376
9904,13206
9904,1068
9904,8931
9904,8742
9904,17484
9904,13700
625,17221
625,17720
625,3651
625,10180
625,12704
625,14843
625,56
625,12821
625,8664
625,1420
625,12891
625,5645
625,979
625,11548
625,2484
625,17039
625,8430
625,14650
625,9433
625,5092
625,11434
625,13415
625,6202
625,6366
625,11313
625,8066
625,15698
625,107
625,13768
625,3376
625,8996
625,2005
625,626
625,9457
625,13178
625,13248
625,2871
625,1119
625,6365
625,11504
625,2104
625,6632
625,17784
625,1101
625,2670
625,3531
625,17216
625,4025
625,18024
625,16024
625,346
625,12330
625,9386
625,14852
625,1105
625,7723
625,4499
625,12347
17013,15704
17013,15653
17013,11378
17013,9331
17013,5646
17013,9580
17013,15008
17013,1766
17013,5321
17013,4199
17013,11386
17013,5570
17013,8336
17013,9402
17013,9216
17013,16073
17013,6400
17013,107
17013,2295
17013,9730
17013,13328
17013,1876
17013,5942
17013,12330
17013,15296
17013,16085
17013,2991
17013,12128
17013,2013
17013,979
17013,18080
17013,14979
17013,8738
17013,15031
17013,1983
17013,18164
17013,11821
17013,6406
17013,10678
17013,13850
17013,15839
17013,5808
17013,6687
17013,12714
17013,11059
17013,7213
17013,13969
17013,29
17013,36
17013,12687
17013,6421
17013,174
17013,1840
17013,12327
17013,6310
17013,16755
17013,17507
17013,46
17013,8066
17013,9468
17013,11087
17013,14490
17013,16479
17013,13347
17013,157
17013,11118
17013,2805
17013,13178
17013,17976
17013,11686
17013,7785
17013,14499
17013,6365
17013,11772
17013,8331
17013,13782
17013,13658
17013,5497
17013,9457
17013,14784
17013,4337
17013,7366
17013,16024
17013,10501
17013,1753
17013,15408
17013,7626
17013,16357
17013,7305
17013,4499
17013,576
17231,7618
17231,15434
17231,17297
17231,10804
17231,10258
17231,3922
17231,15296
17231,13001
17231,1018
17231,1045
17231,10282
17231,12236
17231,11045
17231,2158
17231,6819
17231,14377
17231,9984
17231,13460
17231,16003
17231,8280
17231,5808
17231,1122
17231,10117
17231,8054
17231,8995
17231,14944
17231,3734
17231,12764
17231,14195
17231,2991
17231,36
17231,2272
17231,12457
17231,16321
17231,13415
17231,4688
17231,6400
17231,2189
17231,17272
17231,15181
17231,7167
17231,14843
17231,674
17231,11233
17231,11293
2790,1685
2790,15951
2790,1566
2790,11747
2790,1420
2790,1752
2790,8197
2790,4872
2790,14983
2790,9968
2790,17566
2790,16201
2790,6754
2790,11014
2790,5844
2790,1446
2790,10184
2790,12791
2790,2197
2790,8917
2790,660
2790,17894
2790,17998
2790,3046
2790,10150
2790,4161
2790,1028
2790,8821
2790,16568
2790,15069
2790,10159
2790,16940
2790,5726
2790,9401
2790,2349
2790,12704
2790,480
2790,16865
2790,793
2790,6134
2790,11637
2790,4679
2790,2592
2790,16026
2790,12660
2790,16303
2790,17329
2790,13870
2790,8126
2790,7683
2790,16576
2790,5484
2790,6707
2790,4672
2790,11589
2790,1706
2790,15493
2790,3265
2790,3238
2790,4432
2790,1142
2790,17812
2790,10997
2790,9058
2790,1657
2790,17549
2790,4196
2790,329
2790,6247
2790,15259
2790,15308
2790,1224
2790,18082
2790,13449
2790,2623
2790,4915
2790,14108
2790,5822
2790,15685
2790,6628
2790,11697
2790,1578
2790,2632
2790,1456
2790,16929
2790,1635
2790,1717
2790,159
2790,11561
2790,4539
2790,9002
2790,4647
2790,3650
2790,16023
2790,13450
2790,6397
2790,1694
2790,2549
2790,4723
2790,14984
2790,6992
2790,8263
2790,2106
2790,15201
2790,17094
2790,7517
2790,17342
2790,5509
2790,17186
2790,2065
2790,1404
2790,430
2790,16786
2790,7279
2790,1693
2790,12798
2790,11314
2790,10878
2790,5794
2790,13015
2790,16833
2790,15703
2790,16294
2790,6530
2790,2161
2790,13306
2790,5197
2790,13201
2790,662
2790,1863
2790,14665
2790,15115
2790,17298
2790,6747
2790,4524
2790,17200
2790,12260
2790,13652
2790,15575
2790,10198
2790,16565
2790,8066
2790,1428
2790,3003
2790,18031
2790,17157
2790,7387
2790,2043
2790,13252
2790,13123
2790,13942
2790,14737
2790,7655
2790,14033
2790,12579
2790,1430
2790,17922
2790,15881
2790,11572
2790,11106
2790,10181
2790,6610
2790,4020
2790,3924
2790,17423
2790,4869
2790,979
2790,17426
2790,16022
2790,12958
2790,11976
2790,10908
2790,10225
2790,5646
2790,5157
2790,9099
2790,16345
2790,14096
2790,11081
2790,13248
2790,8295
2790,9070
2790,13130
2790,3433
2790,13522
2790,473
2790,15749
2790,9259
2790,4682
2790,16283
2790,12565
2790,3181
2790,4581
2790,3649
2790,9486
2790,8740
2790,10968
2790,3967
2790,9119
2790,16674
2790,9230
2790,14616
2790,12708
2790,9432
2790,12068
2790,16540
2790,10795
2790,15130
2790,2588
2790,7366
2790,10804
2790,13915
2790,8054
2790,3817
2790,17233
2790,16679
2790,14097
2790,6076
2790,4660
2790,279
2790,11059
2790,2013
2790,9190
2790,6222
2790,10919
2790,3226
2790,10375
2790,12737
2790,8919
2790,17813
2790,4164
2790,11925
2790,14611
2790,15849
2790,6281
2790,7396
2790,7102
2790,11772
2790,732
2790,15626
2790,6688
2790,9185
2790,7975
2790,324
2790,1379
2790,4764
2790,1766
2790,7693
2790,12360
2790,7240
2790,6438
2790,1768
2790,2040
2790,5507
2790,3004
2790,13328
2790,2291
2790,1876
2790,16003
2790,5942
2790,13217
2790,10713
2790,10178
2790,5075
2790,16758
2790,3254
2790,16010
2790,11733
2790,15204
2790,10911
2790,1358
2790,56
2790,11132
2790,290
2790,13302
2790,11767
2790,11670
2790,3010
2790,9734
2790,2376
2790,6513
2790,16908
2790,1263
2790,18153
2790,12340
2790,7844
2790,4536
2790,13851
2790,2789
2790,16227
2790,6322
2790,5862
2790,17662
2790,4557
2790,13347
2790,17039
2790,5593
2790,7587
2790,6049
2790,155
2790,13777
2790,15407
2790,7684
2790,15837
2790,17645
2790,8757
2790,12400
2790,17202
2790,17787
2790,5138
2790,11609
2790,14881
2790,3390
2790,10060
2790,16384
2790,9557
2790,6371
2790,12055
2790,14187
2790,6296
2790,14970
2790,2196
2790,9135
2790,4051
2790,814
2790,7353
2790,16444
2790,14606
2790,686
2428,8786
2428,4310
2428,13353
2428,8066
2428,9070
2428,16003
2428,16540
2428,2161
2428,4682
2428,9875
2428,6247
2428,477
2428,14678
2428,15239
2428,3629
2428,14195
2428,17720
2428,107
2428,2931
2428,13156
2428,13347
2428,11730
2428,13827
2428,7213
2428,1691
3716,8201
3716,16003
3716,4764
3716,12556
3716,6624
3716,4138
3716,1876
3716,16540
3716,10804
3716,6819
3716,9730
3716,14546
3716,13156
3716,13054
3716,16146
3716,12347
3716,13589
3716,8801
3716,980
3716,2013
3716,9557
3716,11971
3716,9058
3716,11556
3716,2676
3716,7040
3716,1717
3716,12757
3716,3817
3716,9070
3716,8295
3716,14960
3716,14665
3716,5507
3716,7431
3716,16283
3716,13410
3716,11233
3716,14592
3716,12508
3716,10979
3716,4337
3716,7534
3716,11274
3716,15724
3716,9794
3716,10795
3716,3809
3716,17233
3716,793
3716,13302
3716,16474
3716,17142
4040,621
4040,9259
4040,1420
4040,12548
4040,1717
4040,10522
4040,1766
4040,16003
4040,9730
4040,11976
4040,3650
4040,12556
4040,9058
4040,10344
4040,7587
4040,2043
4040,15296
4040,9267
4040,10804
4040,11087
4040,3321
4040,6652
4040,233
4040,9138
4040,13711
4040,16042
4040,9347
4040,8066
4040,14855
4040,10274
4040,6530
4040,16274
4040,17096
4040,8331
4040,9794
4040,11155
4040,5558
4040,10857
4040,11360
4040,15078
4040,12746
4040,7988
4040,7574
4040,1153
4040,11631
9457,7048
9457,6134
9457,1541
9457,7247
9457,4539
9457,4563
9457,123
9457,9882
9457,16487
9457,1919
9457,3498
9457,4832
9457,1456
9457,1694
9457,660
9457,11724
9457,8141
9457,2228
9457,15749
9457,11216
9457,4872
9457,4270
9457,9883
9457,17014
9457,5484
9457,3265
9457,15100
9457,1423
9457,6798
9457,17094
9457,13987
9457,8723
9457,2878
9457,11201
9457,10274
9457,16551
9457,12714
9457,2546
9457,10008
9457,17998
9457,17924
9457,15130
9457,16946
9457,2161
9457,10514
9457,12347
9457,16345
9457,17426
9457,14732
9457,9259
9457,16540
9457,11971
9457,7587
9457,9305
9457,7283
9457,7719
9457,5507
9457,2191
9457,5790
9457,2819
9457,11014
9457,10908
9457,1290
9457,13201
9457,11314
9457,6819
9457,16667
9457,12958
9457,1155
9457,15296
9457,7431
9457,10700
9457,5815
9457,799
9457,6236
9457,5726
9457,15201
9457,16754
9457,5157
9457,1463
9457,9794
9457,14984
9457,8968
9457,11092
9457,11501
9457,16561
9457,15653
9457,11637
9457,3839
9457,10590
9457,7988
9457,10159
9457,2013
9457,6711
9457,49
9457,11976
9457,6992
9457,10979
9457,16576
9457,16999
9457,16023
9457,924
9457,9119
9457,184
9457,5058
9457,39
9457,7279
9457,2276
9457,3091
9457,12556
9457,10522
9457,13812
9457,12771
9457,8316
9457,6225
9457,56
9457,3226
9457,10804
9457,16042
9457,9812
9457,4915
9457,4337
9457,8314
9457,4989
9457,336
9457,2291
9457,4581
9457,16003
9457,15008
9457,11747
9457,11059
9457,8066
9457,14536
9457,3122
9457,7366
9457,36
9457,2043
9457,10438
9457,14085
9457,15935
9457,3649
9457,2834
9457,1879
9457,11025
9457,14592
9457,9580
9457,15151
9457,16022
9457,1243
9457,11087
9457,16274
9457,2295
9457,15288
9457,8872
9457,12323
9457,12746
9457,17298
9457,12903
9457,14784
9457,17976
9457,13240
9457,16007
9457,59
9457,3905
9457,8580
9457,9875
9457,6365
9457,6907
9457,15283
9457,13347
9457,4764
9457,10030
9457,5292
9457,16140
6247,9486
6247,12916
6247,6628
